input_text,target_text
"source target factuality: The publishing concern said it retained the investment banking firm of Donaldson , Lufkin amp Jenrette Securities Inc. to act as its financial adviser , assisting in the evaluation of various financial and strategic alternatives , including debt refinancing , raising capital , recapitalization , a merger or sale of the company .","(AUTHOR, said, true); (AUTHOR, retained, unknown); (AUTHOR, act, unknown); (AUTHOR, assisting, unknown); (AUTHOR, evaluation, unknown); (AUTHOR_concern, retained, true); (AUTHOR_concern, act, true); (AUTHOR_concern, assisting, true); (AUTHOR_concern, evaluation, true)"
"source target factuality: He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23 - year Israeli occupation of land claimed by Palestinians .","(AUTHOR, hopes, ptrue); (AUTHOR, lure, unknown); (AUTHOR, support, unknown); (AUTHOR, spurned, true); (AUTHOR, suggesting, true); (AUTHOR, use, ptrue); (AUTHOR, occupation, true); (AUTHOR, solve, unknown); (AUTHOR, problem, true); (AUTHOR, occupation, true); (AUTHOR, claimed, true); (AUTHOR_He, use, ptrue); (AUTHOR_He, occupation, unknown); (AUTHOR_He, solve, unknown); (AUTHOR_He, problem, unknown)"
"source target factuality: Price Stern Sloan Inc. said it hired an investment banking firm to assist in evaluating restructuring or merger alternatives and reported a net loss of $ 8.1 million , or $ 2.14 a share , for the third quarter ended Sept. 30 .","(AUTHOR, said, true); (AUTHOR, hired, unknown); (AUTHOR, assist, unknown); (AUTHOR, evaluating, unknown); (AUTHOR, reported, true); (AUTHOR, loss, unknown); (AUTHOR_Inc., hired, true); (AUTHOR_Inc., assist, unknown); (AUTHOR_Inc., evaluating, unknown); (AUTHOR_Inc., reported, unknown); (AUTHOR_Inc., loss, true)"
"source target factuality: The US is bolstering its military presence in the gulf , as President Clinton discussed the Iraq crisis with the one ally who has backed his threat of force , British prime minister Tony Blair .","(AUTHOR, bolstering, true); (AUTHOR, discussed, true); (AUTHOR, crisis, true); (AUTHOR, backed, true); (AUTHOR, threat, true)"
"source target factuality: Polls have shown public support for a republic increasing , rising from about 35 percent several years ago to about 51 percent this year , as pro - monarchist sentiment diminishes .","(AUTHOR, 35, true); (AUTHOR, 51, true); (AUTHOR, shown, true); (AUTHOR, support, true); (AUTHOR, increasing, true); (AUTHOR, rising, true); (AUTHOR, diminishes, true); (AUTHOR_Polls, support, true)"
"source target factuality: "" We do n't need the cash . ""","(AUTHOR, need, unknown); (AUTHOR, cash, unknown); (AUTHOR_DUMMY, need, false); (AUTHOR_DUMMY, cash, unknown)"
"source target factuality: But while its stock is selling at about half Control Data 's estimated breakup value , neither Messrs. Perlman nor Price said he spends much time considering the possibility of a hostile takeover .","(AUTHOR, selling, true); (AUTHOR, said, false); (AUTHOR, spends, unknown); (AUTHOR, considering, unknown); (AUTHOR, takeover, unknown); (AUTHOR_he, takeover, unknown); (AUTHOR_Price, spends, unknown); (AUTHOR_Price, considering, unknown)"
source target factuality: It expects that tens of thousands of Iraqi soldiers will surrender to the U.S. and its allies over the next few days .,"(AUTHOR, expects, true); (AUTHOR, surrender, unknown); (AUTHOR_It, surrender, ptrue)"
"source target factuality: In a statement , Scott McNealy , Sun 's chief executive officer , said the company 's performance was hampered by problems tied to the introduction of a major new family of computers in April .","(AUTHOR, statement, true); (AUTHOR, said, true); (AUTHOR, hampered, unknown); (AUTHOR, introduction, unknown); (AUTHOR_McNealy, hampered, true); (AUTHOR_McNealy, introduction, true)"
"source target factuality: A day earlier , scores of trucks , many with Iraqi license plates , streamed north out of Aqaba to Amman and onto the desert highway bound for Iraq .","(AUTHOR, streamed, true)"
"source target factuality: In a speech delivered at the Pentagon , Bush seemed to suggest that American forces could be in the gulf region for some time .","(AUTHOR, in, unknown); (AUTHOR, speech, true); (AUTHOR, delivered, true); (AUTHOR, seemed, true); (AUTHOR, suggest, ptrue); (AUTHOR_Bush, in, ptrue)"
source target factuality: Ford is willing to bid for 100 % of Jaguar 's shares if both the government and Jaguar shareholders agree to relax the anti - takeover barrier prematurely .,"(AUTHOR, willing, true); (AUTHOR, bid, unknown); (AUTHOR, agree, unknown); (AUTHOR, relax, unknown)"
source target factuality: One person is killed .,"(AUTHOR, killed, true)"
source target factuality: The gun was sent to the FBI laboratory in Washington to determine whether it was used to kill Slepian .,"(AUTHOR, determine, unknown); (AUTHOR, used, unknown); (AUTHOR, kill, true); (AUTHOR, sent, true); (AUTHOR_GEN, used, unknown); (AUTHOR_GEN, kill, true)"
"source target factuality: Speculative investors , betting on an imminent clash between Ford and GM , pushed up Jaguar 's share price five pence ( eight U.S. cents ) to a near - record 720 pence ( $ 11.60 ) in late trading on London 's stock exchange yesterday .","(AUTHOR, 720, true); (AUTHOR, betting, true); (AUTHOR, clash, true); (AUTHOR, pushed, true); (AUTHOR, trading, true)"
"source target factuality: The gain left wages 3.8 percent higher than a year earlier , extending a trend that has given back to workers some of the earning power they lost to inflation in the last decade .","(AUTHOR, trend, true); (AUTHOR, left, true); (AUTHOR, extending, true); (AUTHOR, given, true); (AUTHOR, lost, true)"
source target factuality: he asked .,"(AUTHOR, asked, true)"
source target factuality: Investors and analysts applauded the news .,"(AUTHOR, applauded, true); (AUTHOR, news, true)"
"source target factuality: That will , in turn , bring pressure on Washington to change .","(AUTHOR, bring, true); (AUTHOR, change, unknown)"
"source target factuality: He took Polly Peck , once a small fabric wholesaler , and used it at as a base to build a conglomerate that has been doubling its profits annually since 1980 .","(AUTHOR, took, true); (AUTHOR, used, true); (AUTHOR, build, true); (AUTHOR, doubling, true)"
source target factuality: No weapon was recovered in the first police searches of the area around Slepian 's home .,"(AUTHOR, recovered, false)"
source target factuality: President Clinton says he and Blair will stand together not just on Iraq but also on arresting the terrorists suspected of blowing up Pan Am flight one oh three over Scotland .,"(AUTHOR, says, true); (AUTHOR, arresting, unknown); (AUTHOR, suspected, true); (AUTHOR, blowing, ptrue); (AUTHOR, stand, unknown); (AUTHOR_GEN, blowing, ptrue); (AUTHOR_Clinton, arresting, unknown); (AUTHOR_Clinton, suspected, true); (AUTHOR_Clinton, blowing, ptrue); (AUTHOR_Clinton, stand, true); (AUTHOR_Clinton_GEN, blowing, ptrue)"
"source target factuality: Mr. Panet - Raymond said he does n't think Messrs. Drabinsky and Gottlieb are "" anywhere close "" to arranging financing and that investors will need a solid offer before the stock begins to rise again .","(AUTHOR, said, true); (AUTHOR, think, unknown); (AUTHOR, close, unknown); (AUTHOR, arranging, unknown); (AUTHOR, financing, unknown); (AUTHOR, need, unknown); (AUTHOR, begins, unknown); (AUTHOR, rise, unknown); (AUTHOR, offer, unknown); (AUTHOR_Panet-Raymond, think, false); (AUTHOR_Panet-Raymond, close, pfalse); (AUTHOR_Panet-Raymond, arranging, pfalse); (AUTHOR_Panet-Raymond, financing, unknown); (AUTHOR_Panet-Raymond, need, true); (AUTHOR_Panet-Raymond, begins, unknown); (AUTHOR_Panet-Raymond, rise, unknown); (AUTHOR_Panet-Raymond, offer, unknown)"
"source target factuality: In the year - earlier quarter , the automobile and trucking insurer had earnings of $ 1.4 million , or 48 cents a share on a restated basis , on revenue of $ 16.5 million .","(AUTHOR, earnings, true); (AUTHOR, had, true)"
source target factuality: Whether this would prove positive or otherwise towards society in the future is yet to be seen .,"(AUTHOR, prove, unknown); (AUTHOR, seen, unknown)"
"source target factuality: Ranariddh 's loyalists , including Nhek Bunchhay , his top military commander , went into hiding or fled the capital .","(AUTHOR, went, true); (AUTHOR, fled, true)"
source target factuality: Serbian police say they are trying to eliminate the pro - independence Kosovo Liberation Army and restore order .,"(AUTHOR, say, true); (AUTHOR, trying, unknown); (AUTHOR, eliminate, unknown); (AUTHOR, restore, unknown); (AUTHOR, order, unknown); (AUTHOR_police, trying, true); (AUTHOR_police, eliminate, unknown); (AUTHOR_police, restore, unknown); (AUTHOR_police, order, false)"
source target factuality: Control Data recently announced an agreement with MIPS Computer Systems Inc. to jointly develop machines with simplified operating software .,"(AUTHOR, announced, true); (AUTHOR, agreement, true); (AUTHOR, develop, true); (AUTHOR_Data, agreement, true); (AUTHOR_Data, develop, true)"
source target factuality: Operating profit dropped 46 % in its specialty flat - rolled steel segment .,"(AUTHOR, dropped, true)"
"source target factuality: Provigo was the most active industrial stock on the Montreal Exchange , where it closed at C$ 9.75 ( US$ 8.32 ) , up 75 Canadian cents .","(AUTHOR, C$, true); (AUTHOR, US$, true); (AUTHOR, closed, true)"
source target factuality: Arson and bombings at clinics have become so common that many no longer make the national news .,"(AUTHOR, Arson, true); (AUTHOR, bombings, true); (AUTHOR, become, true); (AUTHOR, make, false)"
"source target factuality: "" Accession to NATO is a guarantee that we will never again become powerless victims of any foreign aggression , "" Kavan said .","(AUTHOR, Accession, unknown); (AUTHOR, guarantee, unknown); (AUTHOR, become, unknown); (AUTHOR, said, true); (AUTHOR_Kavan, Accession, true); (AUTHOR_Kavan, guarantee, true); (AUTHOR_Kavan, become, false)"
"source target factuality: On Monday , Spitzer called for Vacco to revive that unit immediately , vowing that he would do so on his first day in office if elected .","(AUTHOR, called, true); (AUTHOR, revive, unknown); (AUTHOR, vowing, true); (AUTHOR, do, unknown); (AUTHOR, elected, unknown); (AUTHOR_Spitzer, do, unknown); (AUTHOR_Spitzer, elected, unknown)"
source target factuality: Worries however grew about the safety of Americans and other Westerners trapped in Kuwait .,"(AUTHOR, safety, unknown); (AUTHOR, grew, true); (AUTHOR, trapped, true)"
"source target factuality: Many funds in recent weeks and months have been selling their highest - quality junk issues , such as RJR Nabisco , to raise cash to meet expected redemptions .","(AUTHOR, selling, true); (AUTHOR, raise, unknown); (AUTHOR, meet, unknown); (AUTHOR, redemptions, unknown); (AUTHOR, expected, true); (AUTHOR, cash, unknown)"
source target factuality: The murder of Dr. Barnett Slepian is the latest depraved assault on the small number of courageous physicians who still risk their safety to perform legal abortions in this country .,"(AUTHOR, murder, true); (AUTHOR, assault, true); (AUTHOR, risk, true); (AUTHOR, perform, true)"
source target factuality: Ralston said its Eveready battery unit was hurt by continuing economic problems in South America .,"(AUTHOR, problems, unknown); (AUTHOR, said, true); (AUTHOR, hurt, unknown); (AUTHOR, continuing, unknown); (AUTHOR_Ralston, problems, true); (AUTHOR_Ralston, hurt, true); (AUTHOR_Ralston, continuing, true)"
"source target factuality: In the business world , the Internet - through intranet and extranet solutions - has become an invaluable tool for companies to harness so as to gain a competitive edge .","(AUTHOR, become, true); (AUTHOR, tool, true); (AUTHOR, gain, unknown)"
source target factuality: LIN Broadcasting surged 4 5/8 to 112 5/8 ;,"(AUTHOR, surged, true)"
"source target factuality: Buried a foot beneath the ground , the weapon was unearthed during a search of a heavily wooded , four - acre area Thursday .","(AUTHOR, Buried, true); (AUTHOR, unearthed, true); (AUTHOR, search, true)"
source target factuality: Operating profit in the company 's abrasives segment rose 16 % while operating profit in the engineering materials segment rose 2 % .,"(AUTHOR, rose, true); (AUTHOR, rose, true)"
"source target factuality: With the convergence of communications and information technologies ( IT ) coupled with the coming of age for the Internet and its related technologies , the stage is set for Malaysians to seize the chance to transform into a knowledge society and become worthy opponents / players in the global market space .","(AUTHOR, coming, true); (AUTHOR, set, true); (AUTHOR, seize, unknown); (AUTHOR, transform, unknown); (AUTHOR, become, unknown); (AUTHOR, convergence, true)"
